OPPO K5手机 【保价11.11】 6400万超清四摄 k1k3升级版游戏手机 oppok5 奇幻森林 6G+128G 全网通,1899.00,000
金立 Gionee K3 6GB+128GB 极光蓝 5000mAh大电池 后置双摄 6.2英寸水滴屏 微信8开 全网通4G 双卡双待,999.00,000
华为 荣耀8X 手机 魅海蓝 全网通6GB+128GB,1319.00,000
小辣椒 红辣椒7R 3GB+32GB 渐变黑 6.0英寸 全面屏 3050mAh大电池  全网通4G 双卡双待手机,499.00,000
中兴 ZTE 天机 Axon 10 Pro 4800万超广角AI三摄 6GB+128GB 蓝色 骁龙855 全网通4G双卡双待 游戏曲面屏手机,3199.00,000
Apple 苹果 iPhone XR 手机 全网通 黑色 128GB,4828.00,000
Apple 苹果 iPhone 11 移动联通电信4G手机  双卡双待 黑色 64GB,5299.00,000
华为 Mate30手机【送华为原装无线充/5g版咨询客服】全网通智能手机 亮黑色(8+128G),4299.00,000
OPPO A11x手机【3期免息+蓝牙耳机】4800万四摄 5000mAh大电池 oppoa11x A11x 暮辰紫(8GB+128G） 全网通,1799.00,000
荣耀20青春版 AMOLED屏幕指纹 4000mAh大电池 20W快充 4800万 手机 6GB+64GB 蓝水翡翠,1499.00,000
Apple 苹果 iPhone 11Pro Max 手机 暗夜绿色 全网通 256GB,10399.00,000
诺基亚（NOKIA）3310 深蓝色 直板按键 移动联通2G手机 双卡双待 时尚手机 经典复刻 学生备用功能机,299.00,000
华为（HUAWEI）华为P20 Pro 【现货速发】全网通4G  全面屏智能游戏手机 亮黑色 6GB+128GB,2395.00,000
vivo iQOO手机【至高优惠200元】全面水滴屏超广角AI三摄高通骁龙855电竞游戏手机 电光蓝 6GB+128GB,2298.00,000
【11.11预热开启】华为（HUAWEI）荣耀Magic2手机【豪礼套装/现货速发】 渐变黑 全网通 8GB+128GB,2118.00,000
【1日至高优惠300】vivo Z5x 极点全面屏 骁龙710 5000mAh大电池 4G全网通手机 极光色 6GB 64GB,1398.00,000
【5G手机】中兴 ZTE 天机Axon 10 Pro 4800万三摄 6GB+128GB 蓝色 骁龙855 全网通5G+4G双卡双待 全面屏手机,4999.00,000
华为nova5Pro 手机 绮境森林 全网通(8G+128G),2689.00,000
OPPO A5【1日领券低至699！+音箱】 大容量电池oppoa5手机 全面屏手机 珊瑚红（3G+32G） 全网通 双卡双待,799.00,000
酷派（Coolpad） 酷玩7C 3GB+32GB全面屏  移动联通电信全网通4G手机双卡双待 冰珀蓝,459.00,000
Meitu 美图T9 4GB+64GB 浆果红 骁龙660芯片 拍照手机  全面屏 全网通手机,1399.00,000
OPPO Reno手机【已降400+6期免息+灯光音箱】新品游戏拍照隐藏摄像头全面屏全网通reno 极夜黑(6GB+128GB) 官方标配,2199.00,000
Apple 苹果 iPhone xr 手机 双卡双待 黑色 全网通64G,4538.00,000
中兴ZTE Blade A7S 水滴全面屏 4GB+64GB星夜黑 1600万高清三摄 全网通4G手机 双卡双待,799.00,000
华为荣耀10青春版手机 渐变蓝 4G+64G全网通,939.00,000
飞利浦（PHILIPS） E219 摩卡金 翻盖老年手机 移动联通 双卡双待 老人手机 学生手机 商务机 备用机,319.00,000
【1日限时优惠200】vivo X27 零界全面屏 4800万广角夜景三摄拍照4G全网通手机 雀羽蓝 8GB+128GB,2698.00,000
[二十四期免息]柔宇科技Royole FlexPai柔派/可折叠柔性屏手机高通骁龙855旗舰折叠手机 深海蓝  6GB+128GB,8999.00,000
小米9 Pro 5G版 手机 梦之白 12G+512G,4299.00,000
摩托罗拉 motorola G5s 4G+64G 炫酷黑 移动联通电信4G手机 双卡双待,599.00,000
vivo Z5x手机【限时立减100元】极点全面屏5000mAh骁龙710AI三摄手机 极光色 6GB+64GB 全网通,1398.00,000
魅族（MEIZU） 魅族Note8 手机 魅蓝升级 曜黑 全网通 4GB+64GB,763.00,000
小米(MI)有品米家多亲AI助手全面屏智能手机Qin2儿童小屏手机小学初中高中学生手机备用机翻译机 标准版-铁灰色,579.00,000
多亲（QIN） Qin 1s +AI电话电信VoLTE老人手机双卡双待 移动联通4G 微信直板手机 铁灰色,399.00,000
天语（K-TOUCH） Q31 三防老人手机 直板按键  双卡双待 移动/联通2G 老年手机 黑色,138.00,000
小米9Pro 5G版手机【碎屏险】骁龙855Plus 梦之白 全网通(12GB+512GB),4099.00,000
魅族 16 X 全面屏游戏手机 6GB+128GB 晨曦金 全网通移动联通电信4G手机 双卡双待,1298.00,000
Apple 苹果 iPhone 11 移动联通电信4G手机 双卡双待 黑色 全网通 (64GB),5299.00,000
华为（HUAWEI） 华为Mate20x 手机（30天价保） (4G版)宝石蓝 全网通(6G+128G),4099.00,000
朵唯（DOOV）逆客 青春版 5.5英寸 2+16G移动联通双4G  智能手机 双卡双待4G 天青蓝,288.00,000
Apple 苹果 iphone 11 Pro 手机 暗夜绿色 全网通 256GB,9958.00,000
华为（HUAWEI） 荣耀8X 手机全面屏全网通 魅海蓝 6GB+128GB 尊享版,1319.00,000
